word_french,valence_M,arousal_M,valence_number,arousal_number,valence_M_Painchaud_2005,valience_M_Syssau_Font_2005,valence_M_Bonin_etal_2003,,valence_M_Messina_etal_1989,valence_M_Vikis_Freiberg_1976,valence_M_Bradley_Lang_1999,valuence_M_Vo_al_2009,valence_M_Leleu_1987,valence_M_Zammuner_1998,valence_M_Eilola_Havelka_2007,valence_M_Redondo_etal_2007,valence_M_Niedenthal_etal_2004,arousal_M_Bradley_Lang_1999,arousal_M_Vo_al_2009,arousal_M_Leleu_1987,arousal_M_Eilola_Havelka_2007,arousal_M_Redondo_etal_2007
occupation,0.30,0.42,2,1,0.36,,,,,,,,0.23,,,,,,0.42,,,
occuper,-0.21,0.65,1,1,,,,,,,,0.21,,,,,,,,0.65,,
occuper (s'),0.43,0.51,1,3,,,,,,,,,0.43,,,,,0.49,0.43,,,0.60
océan,0.65,0.42,6,1,0.83,,,,0.52,0.72,0.53,0.63,,,,0.68,,,0.42,,,
odeur,0.14,0.42,3,1,0.30,,,,0.12,,,,,,,,,,,0.42,,
odieux,-0.67,0.26,1,1,,,,,,,,,0.67,,,,,,0.26,,,
œil,0.51,0.21,5,1,0.69,0.39,0.49,,0.61,,,0.37,,,,,,,0.21,,,
œillet,0.38,0.39,1,2,,,,,,,,0.38,,,,,,0.35,,,,0.44
œuf,0.24,0.25,6,1,,0.12,0.36,,0.61,0.16,0.07,,,,,0.11,,,0.25,,,
œuf de pâques,0.53,0.60,1,1,,,,,,,,0.53,,,,,,,,0.60,,
œuvre,0.33,0.55,1,1,,,,,,,,,0.33,,,,,,,0.55,,
offense,-0.6,,1,-,,,,,,,,,0.60,,,,,,,,,
offensé,-0.57,0.62,1,2,,,,,,,,,,,,,,0.57,,,,0.66
offenser,-0.55,0.49,2,1,,,,,,,0.56,,,,,0.53,,,0.49,,,
officier,-0.45,0.48,1,1,,,,,,,,0.45,,,,,,,0.48,,,
offre,0.32,0.56,1,2,,,,,,,,0.32,,,,,,,0.49,0.63,,
offrir,0.64,0.42,2,1,,,,,,,,0.62,0.67,,,,,,,0.42,,
offusqué,-0.57,0.53,1,1,,,,,,,,,0.57,,,,,,,0.53,,
ogresses,-0.47,0.47,1,1,,,,,,,,,0.47,,,,,,0.47,,,
oie,0.13,0.44,3,1,,,0.22,,0.12,,,0.06,,,,,,,0.44,,,
oignon,-0.05,0.30,4,1,0.18,0.07,0.14,,,,,0.24,,,,,,,0.30,,,
oins,0.30,0.42,1,3,,,,,,,,0.30,,,,,,0.27,0.36,0.63,,
oiseau,0.58,,8,-,0.57,0.45,0.47,,0.81,0.76,0.57,0.40,0.63,,,,,,,,,
oka,0.10,,1,-,,,,,,0.10,,,,,,,,,,,,
olive,0.20,0.25,2,1,0.20,0.20,,,,,,,,,,,,,0.25,,,
ombragé,-0.03,0.28,1,1,,,,,,,,0.03,,,,,,,,0.28,,
ombrageux,-0.27,0.51,1,1,,,,,,,,,0.27,,,,,,,,,0.51
ombre,-0.11,,3,-,0.28,,,,0.04,,,,,,,0.10,,,,,,
oncle,0.35,0.34,2,1,0.19,,,,0.52,,,,,,,,,,0.34,,,
oncles,0.32,0.25,1,1,,,,,,,,0.32,,,,,,,,0.25,,
onctueux,0.49,0.51,2,1,0.54,,,,,,,,0.43,,,,,,0.51,,,
onde,0.55,0.40,1,1,,,,,,,,0.55,,,,,,,,0.40,,
ondée,0.10,0.42,1,1,,,,,,,,,0.10,,,,,,0.42,,,
ongle,0.10,0.35,3,1,,,0.06,,0.17,,,0.08,,,,,,,,0.35,,
ongles,-,,1,-,,,,,,,,,,,,,,,,,,
onirique,-0.39,0.52,1,1,0.39,,,,,,,,,,,,,,0.52,,,
opéra,0.11,,2,-,0.04,,,,,,,0.25,,,,,,,,,,
opération,-0.35,0.45,1,1,0.35,,,,,,,,,,,,,,,0.45,,
opiniâtre,-,0.54,1,3,,,,,,,,,,,,,,,0.42,0.57,,0.63
opinion,0.43,,4,-,,0.42,,,,,,0.50,0.37,,,0.41,,,,,,
opinions,0.58,,1,-,0.58,,,,,,,,,,,,,,,,,
opium,-0.48,0.50,1,1,,,,,0.48,,,,,0.37,,,,,0.50,,,
opiums,-0.37,0.55,1,1,,,,,,,,0.37,,,,,,,,0.55,,
opportunisme,0.03,0.55,2,1,0.09,,,,,,,,0.03,,,,,,,0.55,,
opportuniste,-0.1,0.79,1,1,,,,,,,,,0.10,,,,,,,,,0.79
opportunité,0.76,0.63,1,2,,,,,,,,,,,,0.76,,,0.60,0.67,,
opposition,-0.05,0.67,3,1,0.05,,,,,,,0.06,0.03,,,,,,,0.67,,
oppression,-0.73,0.47,1,1,,,,,,,,,0.73,,,,,,,0.47,,
opprimé,-0.87,0.66,1,3,,,,,,,,,0.87,,,,,0.54,,0.72,,0.71
optimisme,0.68,0.46,3,1,,,,,,,0.49,,0.70,,,0.85,,,0.46,,,
optimiste,0.71,0.50,2,3,0.72,,,,,,,0.70,,,,,,0.47,,0.40,,0.63
option,0.32,0.33,3,1,,,,,,,0.37,,0.23,,,0.35,,,0.33,,,
optique,0.18,,1,-,,,,,,,,0.18,,,,,,,,,,
opulence,-0.05,,1,-,0.05,,,,,,,,,,,,,,,,,
opulent,-0.09,0.37,1,1,0.09,,,,,,,,,,,,,,,0.37,,
or,0.66,0.45,2,1,,,,,0.75,,,,0.57,,,,,,0.45,,,
oracle,0.23,0.67,1,3,,,,,,,,0.23,,,,,,,0.66,0.67,,0.68
orage,-0.1,0.17,6,1,0.38,,0.07,,0.28,,,0.20,0.17,,,0.08,,,,0.17,,
orange,0.51,0.36,5,1,0.54,0.32,0.60,,,0.81,,,0.27,,,,,,0.36,,,
orateur,0.17,0.51,1,2,,,,,,,,0.17,,,,,,0.32,,0.70,,
orchestre,0.45,0.27,3,1,,,,,0.74,,0.26,,0.37,,,,,,0.27,,,
orchidée,0.56,0.47,1,4,,,,,,,,0.56,,,,,,0.47,,0.70,0.16,0.56
ordinateur,0.17,0.47,6,1,0.26,,,,0.16,,0.31,,,,0.06,0.22,,,,,,0.47
ordonné,0.46,0.48,1,2,,,,,,,,,,,,0.46,,,0.47,0.48,,
ordre,0.12,0.15,4,1,,0.14,,,,0.04,,0.30,,,,,,,,0.15,,
ordure,-0.61,0.48,3,1,0.57,,,,0.52,,,,0.73,,,,,,,,,0.48
ordures,-0.54,0.43,1,1,,,,,,,,,,,,0.54,,,,0.43,,
oreille,0.28,0.27,5,3,0.18,0.13,0.34,,0.50,,,,0.27,,,,,0.25,,,0.23,0.34
oreiller,0.54,,5,-,,0.46,0.79,,,,0.73,,,,0.21,0.51,,,,,,
oreillons,-0.87,0.43,1,1,0.87,,,,,,,,,,,,,,0.43,,,
organe,-,,1,-,,,,,,,,,,,,,,,,,,
organisation,0.42,0.55,1,1,0.42,,,,,,,,,,,,,,,0.55,,
organisé,0.23,0.88,1,3,,,,,,,,,0.23,,,,,0.89,,0.85,,0.91
orgasme,0.73,0.81,3,1,,,,,,,0.83,,0.57,,,0.79,,,0.81,,,
orgie,-0.13,0.46,2,2,0.36,,,,,,,0.10,,,,,,,0.37,0.55,,
orgue,0.38,0.57,4,3,,,0.26,,0.58,,,0.32,0.37,,,,,,0.57,0.47,,0.66
orgueil,-0.16,0.64,6,1,0.17,,,,,,,0.47,0.37,,,0.14,0.46,,,,,0.64
orgueilleux,-0.11,0.50,2,1,0.45,,,,,,,,,,,0.23,,,,0.50,,
original,0.67,,2,-,0.78,,,,,,,,0.57,,,,,,,,,
originalité,0.72,,1,-,0.72,,,,,,,,,,,,,,,,,
origine,0.52,,1,-,0.52,,,,,,,,,,,,,,,,,
ornithorynque,0.06,0.45,1,2,,,0.06,,,,,,,,,,,,0.53,0.38,,
orphelin,-0.59,,2,-,,,,,,,,0.62,0.57,,,,,,,,,
orteil,-0.01,0.49,3,1,0.09,,0.04,,,0.02,,,,,,,,,0.49,,,
os,-0.12,0.68,4,1,0.01,0.02,-,0.15,,,,0.29,,,,,,,,0.68,,
oser,0.47,,1,-,,,,,,,,,0.47,,,,,,,,,
osier,0.08,,1,-,,0.08,,,,,,,,,,,,,,,,
ossuaire,-0.55,0.67,1,4,0.55,,,,,,,,,,,,,0.72,0.84,,0.43,0.71
otage,-0.59,0.18,5,1,,,,,0.51,,0.70,0.73,,,0.38,0.61,,,0.18,,,
ouate,0.31,,2,-,0.28,,,,,,,0.33,,,,,,,,,,
oubli,-0.28,0.40,3,2,0.46,0.31,,,,0.07,,,,,,,,,0.48,0.33,,
oublier,-0.28,0.53,3,1,0.41,,,,,,,0.32,0.10,,,,,,,0.53,,
ouïe,0.40,0.35,1,1,,,,,,,,,0.40,,,,,,,0.35,,
ouille,-0.2,0.76,1,2,,,,,,,,,0.20,,,,,0.73,,,,0.80
ouragan,-0.46,0.53,3,1,,,,,0.47,,0.42,,,,,0.49,,,,0.53,,
ours,0.14,0.52,3,2,,0.22,0.36,,,,,,0.17,,,,,0.42,,0.62,,
outil,0.11,,4,-,,0.08,,,,0.22,0.05,,0.10,,,,,,,,,
outré,-0.47,0.43,1,1,,,,,,,,,,,,,0.47,,,0.43,,
ouvert,0.47,,1,-,,,,,,,,,0.47,,,,,,,,,
ouverte,0.45,,1,-,,,,,,0.45,,,,,,,,,,,,
ouverture,0.57,0.62,1,1,0.57,,,,,,,,,,,,,,,0.62,,
ouvrage,0.17,0.31,1,1,,,,,,,,,0.17,,,,,,0.31,,,
ouvrier,0.15,0.62,2,1,,,,,0.37,,,0.08,,,,,,,,0.62,,
ouvrir,0.33,,1,-,,,,,,,,,0.33,,,,,,,,,
ovni,-0.29,0.44,1,1,0.29,,,,,,,,,,,,,,,,,0.44
oxydé,-0.31,0.35,1,1,,,,,,,,,,,,0.31,,,,0.35,,
pacifique,0.66,,2,-,0.72,,,,,,,,0.60,,,,,,,,,
pacifisme,0.53,,1,-,,0.53,,,,,,,,,,,,,,,,
pacte,0.16,0.40,2,1,,0.20,,,0.13,,,,,,,,,,0.40,,,
pagaie,0.18,0.22,1,1,,,,,,,,0.18,,,,,,,0.22,,,
page,0.25,0.58,3,1,,,0.39,,0.28,,,0.08,,,,,,,,0.58,,
paie,-0.67,,1,-,,,,,,,,,0.67,,,,,,,,,
paiement,-0.57,,1,-,0.57,,,,,,,,,,,,,,,,,
paillasson,-0.01,0.28,1,1,,,,,0.01,,,,,,,,,,,0.28,,
paille,0.35,0.34,3,2,0.34,,,,0.16,,,,0.53,,,,,,0.24,0.43,,
pain,0.53,0.18,6,1,,0.38,0.55,,0.81,0.54,,0.30,0.57,0.83,,,,,,0.18,,
paisible,0.67,0.34,2,5,,,,,,,,,0.63,,,,0.71,0.24,0.15,0.40,0.52,0.39
paix,0.77,,8,-,0.92,0.92,,,,0.80,0.68,0.84,0.90,,0.33,0.80,,,,,,
palace,0.58,0.49,1,3,,,0.58,,,,,,,,,,,0.51,0.40,,,0.56
palais,0.52,0.17,4,1,,,,,0.45,,0.55,0.57,,,,0.54,,,,0.17,,
pâle,-0.6,,1,-,,,,,,,,,0.60,,,,,,,,,
palette,0.22,0.32,1,1,,,0.22,,,,,,,,,,,,,0.32,,
pâlir,-0.67,,1,-,,,,,,,,,0.67,,,,,,,,,
palme,0.46,0.19,1,1,,,0.46,,,,,,,,,,,,0.19,,,
palmier,0.65,0.55,2,1,,,0.78,,,,,0.53,,,,,,,,0.55,,
palper,0.37,0.63,1,1,,,,,,,,,0.37,,,,,,,0.63,,
palpitant,0.57,0.67,1,1,,,,,,,,,0.57,,,,,,,0.67,,
palpitation,-0.1,0.75,1,1,,,,,,,,,0.10,,,,,,0.75,,,
paludisme,-0.7,0.38,1,1,,,,,,,,0.70,,,,,,0.38,,,,
pancakes,0.27,,1,-,,,,,,,0.27,,,,,,,,,,,
pancarte,-0.04,0.41,1,1,0.04,,,,,,,,,,,,,,0.41,,,
panda,0.53,0.32,2,3,,,0.57,,,,,0.48,,,,,,0.33,0.22,,,0.42
panier,0.18,0.81,6,4,0.24,0.14,0.33,,,,0.11,0.14,,,,0.15,,0.75,0.89,0.73,,0.86
panique,-0.61,0.22,8,1,0.54,,,,0.50,,0.47,0.60,0.63,,,0.66,0.65,,0.22,,,
panorama,0.57,,2,-,0.65,,,,,,,0.50,,,,,,,,,,
pansement,-0.45,0.25,1,1,0.45,,,,,,,,,,,,,,0.25,,,
pantalon,0.28,0.56,5,1,0.29,0.14,0.46,,0.26,,,0.26,,,,,,,0.56,,,
panthère,0.44,,3,-,0.34,,0.50,,,,,0.47,,,,,,,,,,
pantoufle,0.43,0.39,2,1,0.44,,,,0.43,,,,,,,,,,0.39,,,
paon,0.31,,3,-,,0.27,0.31,,,,,0.36,,,,,,,,,,
papa,0.53,0.45,1,1,0.53,,,,,,,,,,,,,,0.45,,,
pape,0.07,,1,-,,,,,,,,0.07,,,,,,,,,,
papelard,-0.06,0.17,1,1,0.06,,,,,,,,,,,,,,,0.17,,
papier,0.24,0.41,5,2,0.38,0.12,,,0.44,0.18,,,0.10,,,,,0.31,,,,0.51
papillon,0.58,0.47,6,1,,0.40,0.66,,0.62,0.78,0.54,,,,,0.50,,,,0.47,,
papillonner,-,0.23,1,1,,,,,,,,,,,,,,,0.23,,,
paprika,0.33,0.42,1,2,,,,,,,,0.33,,,,,,,0.28,0.57,,
pâques,0.29,0.43,3,1,0.04,,,,,,,0.35,0.57,,,,,,0.43,,,
paquet,0.35,,2,-,,,0.34,,,,,0.35,,,,,,,,,,
parabole,0.39,,1,-,,,0.39,,,,,,,,,,,,,,,
parachute,0.24,0.49,2,3,,0.10,0.38,,,,,,,,,,,0.52,0.32,,,0.63
paradis,0.86,0.32,4,1,,0.76,,,,,0.93,0.93,,,,0.83,,,,0.32,,
paradoxal,-0.1,0.32,1,1,,,,,,,,,0.10,,,,,,,0.32,,
paraître,-0.07,0.37,1,2,,,,,,,,,0.07,,,,,,,0.17,,0.57
paralysie,-0.75,0.31,2,3,,,,,,,,,0.80,,,0.70,,0.34,,0.15,,0.44
parapluie,0.03,0.69,6,1,,0.10,0.26,,0.09,,0.04,,0.03,,,0.05,,,0.69,,,
parasite,-0.6,,1,-,,,,,,,,0.60,,,,,,,,,,
parc,0.74,,1,-,,,,,0.74,,,,,,,,,,,,,
parchemin,0.40,0.58,2,1,,,0.54,,0.27,,,,,,,,,,,0.58,,
pardon,0.50,0.67,2,1,,0.53,,,,,,,0.47,,,,,,,0.67,,
pardonner,0.68,,2,-,0.90,,,,,,,,0.47,,,,,,,,,
parent,0.66,0.43,2,1,0.66,,,,0.67,,,,,,,,,,,0.43,,
parenté,0.52,0.72,2,1,0.71,,,,,,,,0.33,,,,,,,0.72,,
parents,0.51,0.10,2,1,0.46,,,,,,,,0.57,,,,,,,0.10,,
paresse,-0.37,0.22,3,3,0.42,,,,,,,,0.40,,,,0.29,0.21,,0.07,,0.37
paresseux,-0.31,0.47,6,1,0.42,0.35,,,,0.20,0.16,,0.53,,,0.20,,,,0.47,,
parfait,0.40,0.48,1,5,,,,,,,,,0.40,,,,,0.51,0.51,0.38,0.45,0.54
parfum,0.46,0.38,7,1,0.49,,,,,0.52,0.44,0.30,0.70,,0.24,0.56,,,,0.38,,
paria,-0.3,0.51,1,1,,,,,,,,,0.30,,,,,,0.51,,,
parier,0.20,0.39,1,1,,,,,,,,0.20,,,,,,,0.39,,,
paris,0.55,0.59,1,1,,,,,,,,0.55,,,,,,,0.59,,,
parjure,-0.6,0.45,1,1,,,,,,,,0.60,,,,,,,0.45,,,
parlement,-0.19,0.52,1,2,,,,,,,,0.19,,,,,,,0.38,0.67,,
parler,0.38,0.55,2,1,,,,,,,,0.40,0.37,,,,,,,0.55,,
parler (se),0.50,,1,-,,,,,,,,,0.50,,,,,,,,,
parlophone,0.24,,1,-,,,,,0.24,,,,,,,,,,,,,
parodie,0.53,0.57,1,1,0.53,,,,,,,,,,,,,,,0.57,,
parole,0.53,0.48,2,1,0.66,,,,,,,,0.40,,,,,,,0.48,,
paroxysme,-0.03,0.31,1,2,,,,,,,,,0.03,,,,,,0.33,0.28,,
part,0.10,,2,-,,,,,,,,0.10,0.10,,,,,,,,,
partage,0.76,0.38,1,1,0.76,,,,,,,,,,,,,,0.38,,,
partenaire,0.70,0.57,1,1,,,,,,,,0.70,,,,,,,,0.57,,
parti politique,-0.4,0.52,1,1,,,,,,,,,0.40,,,,,,,0.52,,
parti pris,-0.37,0.50,1,1,,,,,,,,,0.37,,,,,,,0.50,,
partialité,-0.23,0.34,1,1,,,,,,,,,0.23,,,,,,0.34,,,
participation,0.46,0.78,2,1,0.64,,,,,,,0.27,,,,,,,,0.78,,
participer,0.50,0.28,1,1,,,,,,,,,0.50,,,,,,,0.28,,
particulier,0.30,0.27,1,1,,,,,,,,,0.30,,,,,,,0.27,,
partie (élément),0.03,0.70,1,1,,,,,,,,,0.03,,,,,,,0.70,,
partir,0.05,,2,-,0.10,,,,,,,,0.20,,0.37,,,,,,,
partition,0.33,,1,-,,,0.33,,,,,,,,,,,,,,,
partouze,0.21,,1,-,0.21,,,,,,,,,,,,,,,,,
party,0.85,0.67,1,1,0.85,,,,,,,,,,,,,,,0.67,,
parvenir,0.47,0.38,1,1,,,,,,,,,0.47,,,,,,,0.38,,
passade,-0.2,0.42,1,2,,,,,,,,,0.20,,,,,0.42,,0.42,,
passage,0.23,0.37,3,1,0.46,,,,,,0.07,,0.17,,,,,,,0.37,,
passager,0.10,0.32,1,1,,,,,,,,,0.10,,,,,,,0.32,,
passé,0.07,,2,-,0.12,,,,,,,,0.03,,,,,,,,,
passeport,0.56,0.57,1,1,0.56,,,,,,,,,,,,,,,0.57,,
passer,0.20,0.62,1,1,,,,,,,,,0.20,,,,,,,0.62,,
passer outre,0.13,,1,-,,,,,,,,,0.13,,,,,,,,,
passerelle,0.26,,1,-,,,,,0.26,,,,,,,,,,,,,
passe-temps,0.60,0.12,1,1,0.60,,,,,,,,,,,,,,,0.12,,
passif,-0.53,0.84,1,3,,,,,,,,,0.53,,,,,0.78,,0.85,,0.88
passion,0.71,0.73,8,1,0.71,0.71,,,0.49,,0.76,,0.67,0.81,,0.74,0.81,,,0.73,,
passionné,0.77,0.12,2,1,0.88,,,,,,,,0.67,,,,,,,0.12,,
passive,-0.53,0.13,1,1,,,,,,,,,0.53,,,,,,0.13,,,
passivement,-0.37,,1,-,,,,,,,,0.37,,,,,,,,,,
passivité,-0.34,,1,-,,,,,,,,,,,,,0.34,,,,,
passoire,0.10,,1,-,,,0.10,,,,,,,,,,,,,,,
pastèque,0.42,,2,-,,0.33,0.50,,,,,,,,,,,,,,,
pasteurs,-0.51,,1,-,0.51,,,,,,,,,,,,,,,,,
patapouf,-0.53,,1,-,0.53,,,,,,,,,,,,,,,,,
patate,0.56,,1,-,0.56,,,,,,,,,,,,,,,,,
paternel,0.74,,1,-,0.74,,,,,,,,,,,,,,,,,
paternité,0.77,0.49,1,1,0.77,,,,,,,,,,,,,0.49,,,,
pâtes,0.42,0.47,1,1,,,,,,,0.42,,,,,,,,,0.47,,
pathétique,0.10,0.28,1,2,,,,,,,,,0.10,,,,,,0.21,0.35,,
patience,0.51,0.43,4,2,0.65,,,,,,,0.67,0.20,,,,0.53,0.40,0.46,,,
patient,-0.13,0.33,2,1,,,,,,,0.07,0.33,,,,,,,,0.33,,
patienter,-0.3,,1,-,,,,,,,,,0.30,,,,,,,,,
patin,0.30,,1,-,,,,,0.30,,,,,,,,,,,,,
patin à roulette,0.34,,1,-,,,0.34,,,,,,,,,,,,,,,
patinage,0.29,,1,-,0.29,,,,,,,,,,,,,,,,,
patiner,0.63,0.40,1,1,0.63,,,,,,,,,,,,,,,0.40,,
pâtir,-0.63,0.33,1,1,,,,,,,,,0.63,,,,,,,0.33,,
pâtisserie,0.47,0.39,1,2,,,,,,,,,0.47,,,,,,0.34,0.43,,
patrie,0.15,,3,-,0.53,,,,,,,0.12,0.03,,,,,,,,,
patrimoine,0.31,0.54,1,3,0.31,,,,,,,,,,,,,0.52,,0.48,,0.61
patriote,0.16,0.47,3,1,,,,,,,0.43,,0.03,,,0.09,,,,0.47,,
patriotisme,0.12,,2,-,0.30,,,,,,,,0.07,,,,,,,,,
patron,-0.07,,1,-,0.07,,,,,,,,,,,,,,,,,
patronne,-0.1,,1,-,0.10,,,,,,,,,,,,,,,,,
patrouille,-0.37,,1,-,0.37,,,,,,,,,,,,,,,,,
patrouilleur,-0.43,0.43,1,1,0.43,,,,,,,,,,,,,,0.43,,,
patte,0.10,0.14,4,1,0.04,,,,0.08,0.07,,0.28,,,,,,,0.14,,,
pâturage,0.42,,1,-,,,,,,,,0.42,,,,,,,,,,
paume,0.37,0.40,1,1,,,0.37,,,,,,,,,,,,,0.40,,
pauvre,-0.57,0.52,2,5,0.57,,,,,,,,0.57,,,,,0.48,0.58,0.38,0.50,0.65
pauvreté,-0.65,,8,-,0.72,,,,0.50,0.77,0.83,0.65,0.67,,,0.66,,,,,,
pave,-0.11,0.26,1,1,,,,,0.11,,,,,,,,,,0.26,,,
pavot,0.10,0.48,1,2,,,,,,,,0.10,,,,,,,0.38,0.58,,
payer,-0.42,0.60,2,1,,,,,,,,0.18,0.67,,,,,,,0.60,,
pays,0.37,0.20,4,1,0.50,0.26,,,,0.55,,,0.17,,,,,,0.20,,,
pays natal,0.57,0.46,1,2,,,,,,,,0.57,,,,,,,0.46,0.45,,
paysage,0.70,0.47,3,2,,,,,0.84,,,0.67,0.60,,,,,,0.21,0.73,,
paysan,0.09,,2,-,,,,,,,,0.05,0.13,,,,,,,,,
peau,0.76,,1,-,,,,,,0.76,,,,,,,,,,,,
pêche,0.29,0.57,4,3,,0.12,0.06,,0.55,0.45,,,,,,,,0.60,,0.50,,0.62
péché,-0.42,0.62,4,1,0.37,,,,,,0.55,,0.63,,,0.13,,,,0.62,,
pêcher,-0.13,,1,-,,,,,,,,,0.13,,,,,,,,,
pécheur,0.36,,1,-,,,,,0.36,,,,,,,,,,,,,
pectoraux,0.26,0.33,1,1,0.26,,,,,,,,,,,,,,0.33,,,
pédale,0.12,,3,-,,,0.10,,0.10,,,0.15,,,,,,,,,,
pédant,-0.7,,1,-,0.70,,,,,,,,,,,,,,,,,
peigne,0.26,0.47,3,1,,0.08,0.25,,0.45,,,,,,,,,,,0.47,,
peine,-0.69,0.28,6,1,0.78,0.65,,,,0.75,,,0.73,0.61,,,0.64,,0.28,,,
peintre,0.53,0.50,2,3,,,,,0.60,,,0.47,,,,,,,0.26,0.67,,0.58
peinture,0.32,0.33,6,1,0.07,0.28,,,0.47,,,0.33,0.40,,,0.38,,,0.33,,,
pèlerin,0.05,,1,-,,,,,,,,0.05,,,,,,,,,,
pélican,0.28,,1,-,,,0.28,,,,,,,,,,,,,,,
pelle,-0.07,,2,-,,0.02,-,0.12,,,,,,,,,,,,,,
pelote,0.30,0.27,1,2,,,0.30,,,,,,,,,,,0.38,,,0.17,
pelouse,0.29,,3,-,,,,,0.70,,0.06,,,0.14,0.12,,,,,,,
pelure,-0.23,0.51,1,1,0.23,,,,,,,,,,,,,0.51,,,,
pénalité,-0.54,,1,-,,,,,,,0.54,,,,,,,,,,,
penaud,-0.21,0.43,1,1,,,,,,,,,,,,,0.21,,,0.43,,
penchant,0.20,,1,-,,,,,,,,,0.20,,,,,,,,,
pendaison,-0.96,,1,-,0.96,,,,,,,,,,,,,,,,,
pendentif,0.50,0.49,1,2,,,0.50,,,,,,,,,,,,0.38,0.60,,
pendre,-0.46,0.57,3,1,0.46,,,,,,,0.27,0.63,,,,,,,0.57,,
pendre (se),-0.8,0.22,1,1,,,,,,,,,0.80,,,,,,0.22,,,
pendule,0.23,0.53,3,2,,,0.10,,0.48,,,0.10,,,,,,,,0.47,,0.59
pénible,-0.58,0.65,3,2,,,,,,,,,0.67,,,0.53,0.55,0.57,,,,0.73
pénis,0.27,,2,-,,,,,,,0.23,,,,,0.32,,,,,,
pénitence,-0.6,0.25,1,1,0.60,,,,,,,,,,,,,,,0.25,,
pénombre,-0.27,0.54,1,2,,,,,,,,,0.27,,,,,0.48,,0.60,,
pensée,0.44,0.72,4,1,0.60,0.46,,,,,0.35,,0.37,,,,,,,0.72,,
penser,0.30,0.34,1,1,,,,,,,,,0.30,,,,,,0.34,,,
penseur,0.60,0.59,1,1,,,,,,,,0.60,,,,,,0.59,,,,
pensif,0.66,,1,-,,,,,,,0.66,,,,,,,,,,,
pension,-0.26,0.41,1,1,0.26,,,,,,,,,,,,,0.41,,,,
pension alimentaire,-0.26,0.59,1,1,,,,,,,0.26,,,,,,,,0.59,,,
pente,-0.17,,1,-,,,,,,,,0.17,,,,,,,,,,
pénurie,-0.68,,1,-,,0.68,,,,,,,,,,,,,,,,
perceuse,-0.15,0.57,2,1,,0.12,-,0.18,,,,,,,,,,,,0.57,,
percevoir,0.20,0.49,1,1,,,,,,,,,0.20,,,,,,0.49,,,
perche,-0.43,0.45,1,2,,,,,,,,0.43,,,,,,0.49,,,0.41,
perdant,-0.51,0.48,3,2,0.58,,,,,,0.69,,,,0.26,,,,0.50,0.45,,
perdre,-0.66,0.55,3,3,0.70,,,,,,,0.52,0.77,,,,,0.60,,0.37,,0.69
perdu,-0.61,0.60,3,5,,,,,,,0.55,,0.80,,,0.49,,0.62,0.42,0.72,0.70,0.54
père,0.57,0.27,7,1,0.72,,,,0.75,,0.52,0.70,0.40,,0.32,0.56,,,,0.27,,
péremptoire,-0.5,,1,-,,,,,,,,,0.50,,,,,,,,,
père-noël,0.74,0.57,1,3,,,0.74,,,,,,,,,,,0.62,,,0.44,0.65
perfection,0.48,0.68,4,1,0.83,,,,,,0.56,,,,0.06,0.46,,,,0.68,,
perfectionner (se),0.47,,1,-,,,,,,,,,0.47,,,,,,,,,
perfusion,-0.5,0.60,1,1,,,-,0.50,,,,,,,,,,,,0.60,,
péril,-0.67,0.30,1,1,,,,,,,,,0.67,,,,,,,0.30,,
période,-0.17,,1,-,,,,,,,,,0.17,,,,,,,,,
périodique,0.36,0.34,1,1,,,,,0.36,,,,,,,,,,0.34,,,
perle,0.56,0.22,3,1,0.63,,0.57,,,,,0.50,,,,,,,0.22,,,
permettre,0.22,,1,-,,,,,,,,0.22,,,,,,,,,,
permis,0.40,0.42,1,1,0.40,,,,,,,,,,,,,,,0.42,,
perpétuel,-0.2,,1,-,,,,,,,,,0.20,,,,,,,,,
perplexe,-0.09,0.55,2,1,,,,,,,,,,,,,0.05,,0.55,,,
perroquet,0.33,,3,-,,0.19,0.28,,,,,0.52,,,,,,,,,,
perruche,0.15,,1,-,,,0.15,,,,,,,,,,,,,,,
perruque,-0.53,0.43,1,1,0.53,,,,,,,,,,,,,,0.43,,,
persan,0.07,0.53,1,2,,,,,,,,0.07,,,,,,,0.31,0.75,,
persévérance,0.45,,2,-,,,,,,,,0.53,0.37,,,,,,,,,
persévérant,0.88,,1,-,0.88,,,,,,,,,,,,,,,,,
persil,0.25,0.67,1,1,,,0.25,,,,,,,,,,,,,0.67,,
personnalité,0.72,0.46,2,2,0.88,,,,,,,,0.57,,,,,,0.21,0.72,,
personne,0.31,0.48,4,1,0.72,,,,0.44,,,0.37,0.43,,,,,,,0.48,,
personnel,0.10,0.48,1,1,,,,,,,,,0.10,,,,,,,0.48,,
personnification,0.03,0.40,1,1,,,,,,,,,0.03,,,,,,,0.40,,
persuadé,0.03,0.72,1,1,,,,,,,,,0.03,,,,,,,0.72,,
persuader,0.23,0.63,1,1,,,,,,,,,0.23,,,,,,,0.63,,
persuasif,0.07,0.54,1,2,,,,,,,,,0.07,,,,,,0.62,0.47,,
perte,-0.75,0.58,2,1,,,,,,,,0.73,0.77,,,,,,,0.58,,
perturbation,-0.6,0.68,1,1,,,,,,,,,0.60,,,,,,,,,0.68
pervers,-0.42,,1,-,,,,,,,,,,,,0.42,,,,,,
